ref_year,region_code,gender,age_group,characteristic,value,uom
2024,NS,Total,25 to 54 years,Proportion employed part-time,10.0,Percent
2024,NS,Total,25 to 54 years,Unemployment,20.0,Persons in thousands
2024,NS,Total,25 to 54 years,Unemployment rate,5.6,Percent
2024,ON,Total,15 to 24 years,Employment,1028.5,Persons in thousands
2024,ON,Total,15 to 24 years,Employment rate,50.4,Percent
2024,ON,Total,15 to 24 years,Full-time employment,509.1,Persons in thousands
2024,ON,Total,15 to 24 years,Labour force,1219.5,Persons in thousands
2024,ON,Total,15 to 24 years,Not in labour force,822.7,Persons in thousands
2024,ON,Total,15 to 24 years,Part-time employment,519.4,Persons in thousands
2024,ON,Total,15 to 24 years,Participation rate,59.7,Percent
2024,ON,Total,15 to 24 years,Population,2042.2,Persons in thousands
2024,ON,Total,15 to 24 years,Proportion employed full-time,49.5,Percent
2024,ON,Total,15 to 24 years,Proportion employed part-time,50.5,Percent
2024,ON,Total,15 to 24 years,Unemployment,191.1,Persons in thousands
2024,ON,Total,15 to 24 years,Unemployment rate,15.7,Percent
2024,ON,Total,15 to 64 years,Employment,7724.5,Persons in thousands
2024,ON,Total,15 to 64 years,Employment rate,73.2,Percent
2024,ON,Total,15 to 64 years,Full-time employment,6460.3,Persons in thousands
2024,ON,Total,15 to 64 years,Labour force,8315.3,Persons in thousands
2024,ON,Total,15 to 64 years,Not in labour force,2238.5,Persons in thousands
2024,ON,Total,15 to 64 years,Part-time employment,1264.2,Persons in thousands
2024,ON,Total,15 to 64 years,Participation rate,78.8,Percent
2024,ON,Total,15 to 64 years,Population,10553.8,Persons in thousands
2024,ON,Total,15 to 64 years,Proportion employed full-time,83.6,Percent
2024,ON,Total,15 to 64 years,Proportion employed part-time,16.4,Percent
2024,ON,Total,15 to 64 years,Unemployment,590.8,Persons in thousands
2024,ON,Total,15 to 64 years,Unemployment rate,7.1,Percent
2024,ON,Total,15 years and over,Employment,8146.1,Persons in thousands
2024,ON,Total,15 years and over,Employment rate,60.7,Percent
2024,ON,Total,15 years and over,Full-time employment,6711.0,Persons in thousands
2024,ON,Total,15 years and over,Labour force,8754.7,Persons in thousands
2024,ON,Total,15 years and over,Not in labour force,4661.6,Persons in thousands
2024,ON,Total,15 years and over,Part-time employment,1435.1,Persons in thousands
2024,ON,Total,15 years and over,Participation rate,65.3,Percent
2024,ON,Total,15 years and over,Population,13416.3,Persons in thousands
2024,ON,Total,15 years and over,Proportion employed full-time,82.4,Percent
2024,ON,Total,15 years and over,Proportion employed part-time,17.6,Percent
2024,ON,Total,15 years and over,Unemployment,608.6,Persons in thousands
2024,ON,Total,15 years and over,Unemployment rate,7.0,Percent
2024,ON,Total,25 to 54 years,Employment,5393.4,Persons in thousands
2024,ON,Total,25 to 54 years,Employment rate,83.0,Percent
2024,ON,Total,25 to 54 years,Full-time employment,4842.9,Persons in thousands
2024,ON,Total,25 to 54 years,Labour force,5725.5,Persons in thousands
2024,ON,Total,25 to 54 years,Not in labour force,772.2,Persons in thousands
2024,ON,Total,25 to 54 years,Part-time employment,550.5,Persons in thousands
2024,ON,Total,25 to 54 years,Participation rate,88.1,Percent
2024,ON,Total,25 to 54 years,Population,6497.7,Persons in thousands
2024,ON,Total,25 to 54 years,Proportion employed full-time,89.8,Percent
2024,ON,Total,25 to 54 years,Proportion employed part-time,10.2,Percent
2024,ON,Total,25 to 54 years,Unemployment,332.1,Persons in thousands
2024,ON,Total,25 to 54 years,Unemployment rate,5.8,Percent
2024,PE,Total,15 to 24 years,Employment,14.4,Persons in thousands
2024,PE,Total,15 to 24 years,Employment rate,59.3,Percent
2024,PE,Total,15 to 24 years,Full-time employment,9.4,Persons in thousands
2024,PE,Total,15 to 24 years,Labour force,16.2,Persons in thousands
2024,PE,Total,15 to 24 years,Not in labour force,8.0,Persons in thousands
2024,PE,Total,15 to 24 years,Part-time employment,5.1,Persons in thousands
2024,PE,Total,15 to 24 years,Participation rate,66.7,Percent
2024,PE,Total,15 to 24 years,Population,24.3,Persons in thousands
2024,PE,Total,15 to 24 years,Proportion employed full-time,65.3,Percent
2024,PE,Total,15 to 24 years,Proportion employed part-time,35.4,Percent
2024,PE,Total,15 to 24 years,Unemployment,1.8,Persons in thousands
2024,PE,Total,15 to 24 years,Unemployment rate,11.1,Percent
2024,PE,Total,15 to 64 years,Employment,86.5,Persons in thousands
2024,PE,Total,15 to 64 years,Employment rate,75.0,Percent
2024,PE,Total,15 to 64 years,Full-time employment,75.3,Persons in thousands
2024,PE,Total,15 to 64 years,Labour force,93.9,Persons in thousands
2024,PE,Total,15 to 64 years,Not in labour force,21.5,Persons in thousands
2024,PE,Total,15 to 64 years,Part-time employment,11.2,Persons in thousands
2024,PE,Total,15 to 64 years,Participation rate,81.4,Percent
2024,PE,Total,15 to 64 years,Population,115.4,Persons in thousands
2024,PE,Total,15 to 64 years,Proportion employed full-time,87.1,Percent
2024,PE,Total,15 to 64 years,Proportion employed part-time,12.9,Percent
2024,PE,Total,15 to 64 years,Unemployment,7.4,Persons in thousands
2024,PE,Total,15 to 64 years,Unemployment rate,7.9,Percent
2024,PE,Total,15 years and over,Employment,92.5,Persons in thousands
2024,PE,Total,15 years and over,Employment rate,61.3,Percent
2024,PE,Total,15 years and over,Full-time employment,79.3,Persons in thousands
2024,PE,Total,15 years and over,Labour force,100.4,Persons in thousands
2024,PE,Total,15 years and over,Not in labour force,50.5,Persons in thousands
2024,PE,Total,15 years and over,Part-time employment,13.2,Persons in thousands
2024,PE,Total,15 years and over,Participation rate,66.5,Percent
2024,PE,Total,15 years and over,Population,151.0,Persons in thousands
2024,PE,Total,15 years and over,Proportion employed full-time,85.7,Percent
2024,PE,Total,15 years and over,Proportion employed part-time,14.3,Percent
2024,PE,Total,15 years and over,Unemployment,8.0,Persons in thousands
2024,PE,Total,15 years and over,Unemployment rate,8.0,Percent
2024,PE,Total,25 to 54 years,Employment,56.6,Persons in thousands
2024,PE,Total,25 to 54 years,Employment rate,83.6,Percent
2024,PE,Total,25 to 54 years,Full-time employment,52.5,Persons in thousands
2024,PE,Total,25 to 54 years,Labour force,60.8,Persons in thousands
2024,PE,Total,25 to 54 years,Not in labour force,7.0,Persons in thousands
2024,PE,Total,25 to 54 years,Part-time employment,4.1,Persons in thousands
2024,PE,Total,25 to 54 years,Participation rate,89.8,Percent
2024,PE,Total,25 to 54 years,Population,67.7,Persons in thousands
2024,PE,Total,25 to 54 years,Proportion employed full-time,92.8,Percent
2024,PE,Total,25 to 54 years,Proportion employed part-time,7.2,Percent
2024,PE,Total,25 to 54 years,Unemployment,4.2,Persons in thousands
2024,PE,Total,25 to 54 years,Unemployment rate,6.9,Percent
2024,QC,Total,15 to 24 years,Employment,607.4,Persons in thousands
2024,QC,Total,15 to 24 years,Employment rate,62.1,Percent
2024,QC,Total,15 to 24 years,Full-time employment,269.6,Persons in thousands
2024,QC,Total,15 to 24 years,Labour force,671.1,Persons in thousands
2024,QC,Total,15 to 24 years,Not in labour force,307.0,Persons in thousands
2024,QC,Total,15 to 24 years,Part-time employment,337.8,Persons in thousands
2024,QC,Total,15 to 24 years,Participation rate,68.6,Percent
2024,QC,Total,15 to 24 years,Population,978.1,Persons in thousands
2024,QC,Total,15 to 24 years,Proportion employed full-time,44.4,Percent
2024,QC,Total,15 to 24 years,Proportion employed part-time,55.6,Percent
2024,QC,Total,15 to 24 years,Unemployment,63.7,Persons in thousands
2024,QC,Total,15 to 24 years,Unemployment rate,9.5,Percent
2024,QC,Total,15 to 64 years,Employment,4333.9,Persons in thousands
2024,QC,Total,15 to 64 years,Employment rate,77.3,Percent
2024,QC,Total,15 to 64 years,Full-time employment,3612.4,Persons in thousands
2024,QC,Total,15 to 64 years,Labour force,4580.2,Persons in thousands
2024,QC,Total,15 to 64 years,Not in labour force,1027.1,Persons in thousands
2024,QC,Total,15 to 64 years,Part-time employment,721.5,Persons in thousands
2024,QC,Total,15 to 64 years,Participation rate,81.7,Percent
2024,QC,Total,15 to 64 years,Population,5607.3,Persons in thousands
2024,QC,Total,15 to 64 years,Proportion employed full-time,83.4,Percent
2024,QC,Total,15 to 64 years,Proportion employed part-time,16.6,Percent
2024,QC,Total,15 to 64 years,Unemployment,246.2,Persons in thousands
2024,QC,Total,15 to 64 years,Unemployment rate,5.4,Percent
2024,QC,Total,15 years and over,Employment,4566.0,Persons in thousands
2024,QC,Total,15 years and over,Employment rate,61.4,Percent
2024,QC,Total,15 years and over,Full-time employment,3726.7,Persons in thousands
2024,QC,Total,15 years and over,Labour force,4822.6,Persons in thousands
2024,QC,Total,15 years and over,Not in labour force,2612.0,Persons in thousands
2024,QC,Total,15 years and over,Part-time employment,839.3,Persons in thousands
2024,QC,Total,15 years and over,Participation rate,64.9,Percent
2024,QC,Total,15 years and over,Population,7434.7,Persons in thousands
2024,QC,Total,15 years and over,Proportion employed full-time,81.6,Percent
2024,QC,Total,15 years and over,Proportion employed part-time,18.4,Percent
2024,QC,Total,15 years and over,Unemployment,256.6,Persons in thousands
2024,QC,Total,15 years and over,Unemployment rate,5.3,Percent
2024,QC,Total,25 to 54 years,Employment,2972.2,Persons in thousands
2024,QC,Total,25 to 54 years,Employment rate,85.9,Percent
2024,QC,Total,25 to 54 years,Full-time employment,2711.3,Persons in thousands
2024,QC,Total,25 to 54 years,Labour force,3116.7,Persons in thousands
2024,QC,Total,25 to 54 years,Not in labour force,343.1,Persons in thousands
2024,QC,Total,25 to 54 years,Part-time employment,260.9,Persons in thousands
2024,QC,Total,25 to 54 years,Participation rate,90.1,Percent
2024,QC,Total,25 to 54 years,Population,3459.8,Persons in thousands
2024,QC,Total,25 to 54 years,Proportion employed full-time,91.2,Percent
2024,QC,Total,25 to 54 years,Proportion employed part-time,8.8,Percent
2024,QC,Total,25 to 54 years,Unemployment,144.5,Persons in thousands
2024,QC,Total,25 to 54 years,Unemployment rate,4.6,Percent
2024,SK,Total,15 to 24 years,Employment,81.7,Persons in thousands
2024,SK,Total,15 to 24 years,Employment rate,56.2,Percent
2024,SK,Total,15 to 24 years,Full-time employment,47.2,Persons in thousands
2024,SK,Total,15 to 24 years,Labour force,92.3,Persons in thousands
2024,SK,Total,15 to 24 years,Not in labour force,53.1,Persons in thousands
2024,SK,Total,15 to 24 years,Part-time employment,34.4,Persons in thousands
2024,SK,Total,15 to 24 years,Participation rate,63.5,Percent
2024,SK,Total,15 to 24 years,Population,145.4,Persons in thousands
2024,SK,Total,15 to 24 years,Proportion employed full-time,57.8,Percent
2024,SK,Total,15 to 24 years,Proportion employed part-time,42.1,Percent
2024,SK,Total,15 to 24 years,Unemployment,10.6,Persons in thousands
2024,SK,Total,15 to 24 years,Unemployment rate,11.5,Percent
2024,SK,Total,15 to 64 years,Employment,566.4,Persons in thousands
2024,SK,Total,15 to 64 years,Employment rate,76.3,Percent
2024,SK,Total,15 to 64 years,Full-time employment,475.4,Persons in thousands
2024,SK,Total,15 to 64 years,Labour force,599.2,Persons in thousands
2024,SK,Total,15 to 64 years,Not in labour force,142.7,Persons in thousands
2024,SK,Total,15 to 64 years,Part-time employment,91.0,Persons in thousands
2024,SK,Total,15 to 64 years,Participation rate,80.8,Percent
2024,SK,Total,15 to 64 years,Population,741.9,Persons in thousands
2024,SK,Total,15 to 64 years,Proportion employed full-time,83.9,Percent
2024,SK,Total,15 to 64 years,Proportion employed part-time,16.1,Percent
2024,SK,Total,15 to 64 years,Unemployment,32.7,Persons in thousands
2024,SK,Total,15 to 64 years,Unemployment rate,5.5,Percent
2024,SK,Total,15 years and over,Employment,602.2,Persons in thousands
2024,SK,Total,15 years and over,Employment rate,63.7,Percent
2024,SK,Total,15 years and over,Full-time employment,496.5,Persons in thousands
2024,SK,Total,15 years and over,Labour force,636.8,Persons in thousands
2024,SK,Total,15 years and over,Not in labour force,308.3,Persons in thousands
2024,SK,Total,15 years and over,Part-time employment,105.8,Persons in thousands
2024,SK,Total,15 years and over,Participation rate,67.4,Percent
2024,SK,Total,15 years and over,Population,945.1,Persons in thousands
2024,SK,Total,15 years and over,Proportion employed full-time,82.4,Percent
2024,SK,Total,15 years and over,Proportion employed part-time,17.6,Percent
2024,SK,Total,15 years and over,Unemployment,34.6,Persons in thousands
2024,SK,Total,15 years and over,Unemployment rate,5.4,Percent
2024,SK,Total,25 to 54 years,Employment,392.9,Persons in thousands
2024,SK,Total,25 to 54 years,Employment rate,85.3,Percent
2024,SK,Total,25 to 54 years,Full-time employment,351.1,Persons in thousands
2024,SK,Total,25 to 54 years,Labour force,411.9,Persons in thousands
2024,SK,Total,25 to 54 years,Not in labour force,48.8,Persons in thousands
2024,SK,Total,25 to 54 years,Part-time employment,41.8,Persons in thousands
2024,SK,Total,25 to 54 years,Participation rate,89.4,Percent
2024,SK,Total,25 to 54 years,Population,460.7,Persons in thousands
2024,SK,Total,25 to 54 years,Proportion employed full-time,89.4,Percent
2024,SK,Total,25 to 54 years,Proportion employed part-time,10.6,Percent
2024,SK,Total,25 to 54 years,Unemployment,19.0,Persons in thousands
2024,SK,Total,25 to 54 years,Unemployment rate,4.6,Percent
2025,AB,Total,15 to 24 years,Employment,335.4,Persons in thousands
2025,AB,Total,15 to 24 years,Employment rate,54.3,Percent
2025,AB,Total,15 to 24 years,Full-time employment,180.0,Persons in thousands
2025,AB,Total,15 to 24 years,Labour force,397.7,Persons in thousands
2025,AB,Total,15 to 24 years,Not in labour force,219.6,Persons in thousands
2025,AB,Total,15 to 24 years,Part-time employment,155.4,Persons in thousands
2025,AB,Total,15 to 24 years,Participation rate,64.4,Percent
2025,AB,Total,15 to 24 years,Population,617.3,Persons in thousands
2025,AB,Total,15 to 24 years,Proportion employed full-time,53.7,Percent
2025,AB,Total,15 to 24 years,Proportion employed part-time,46.3,Percent
2025,AB,Total,15 to 24 years,Unemployment,62.3,Persons in thousands
2025,AB,Total,15 to 24 years,Unemployment rate,15.7,Percent
2025,AB,Total,15 to 64 years,Employment,2465.7,Persons in thousands
2025,AB,Total,15 to 64 years,Employment rate,74.6,Percent
2025,AB,Total,15 to 64 years,Full-time employment,2050.6,Persons in thousands
2025,AB,Total,15 to 64 years,Labour force,2661.3,Persons in thousands
2025,AB,Total,15 to 64 years,Not in labour force,642.0,Persons in thousands
2025,AB,Total,15 to 64 years,Part-time employment,415.1,Persons in thousands
2025,AB,Total,15 to 64 years,Participation rate,80.6,Percent
2025,AB,Total,15 to 64 years,Population,3303.3,Persons in thousands
2025,AB,Total,15 to 64 years,Proportion employed full-time,83.2,Percent
2025,AB,Total,15 to 64 years,Proportion employed part-time,16.8,Percent
2025,AB,Total,15 to 64 years,Unemployment,195.7,Persons in thousands
2025,AB,Total,15 to 64 years,Unemployment rate,7.4,Percent
2025,AB,Total,15 years and over,Employment,2590.1,Persons in thousands
2025,AB,Total,15 years and over,Employment rate,63.9,Percent
2025,AB,Total,15 years and over,Full-time employment,2124.7,Persons in thousands
2025,AB,Total,15 years and over,Labour force,2791.0,Persons in thousands
2025,AB,Total,15 years and over,Not in labour force,1262.7,Persons in thousands
2025,AB,Total,15 years and over,Part-time employment,465.4,Persons in thousands
2025,AB,Total,15 years and over,Participation rate,68.9,Percent
2025,AB,Total,15 years and over,Population,4053.7,Persons in thousands
2025,AB,Total,15 years and over,Proportion employed full-time,82.0,Percent
2025,AB,Total,15 years and over,Proportion employed part-time,18.0,Percent
2025,AB,Total,15 years and over,Unemployment,200.9,Persons in thousands
2025,AB,Total,15 years and over,Unemployment rate,7.2,Percent
2025,AB,Total,25 to 54 years,Employment,1773.4,Persons in thousands
2025,AB,Total,25 to 54 years,Employment rate,82.9,Percent
2025,AB,Total,25 to 54 years,Full-time employment,1575.0,Persons in thousands
2025,AB,Total,25 to 54 years,Labour force,1885.4,Persons in thousands
2025,AB,Total,25 to 54 years,Not in labour force,253.9,Persons in thousands
2025,AB,Total,25 to 54 years,Part-time employment,198.4,Persons in thousands
2025,AB,Total,25 to 54 years,Participation rate,88.1,Percent
2025,AB,Total,25 to 54 years,Population,2139.3,Persons in thousands
2025,AB,Total,25 to 54 years,Proportion employed full-time,88.8,Percent
2025,AB,Total,25 to 54 years,Proportion employed part-time,11.2,Percent
2025,AB,Total,25 to 54 years,Unemployment,112.0,Persons in thousands
2025,AB,Total,25 to 54 years,Unemployment rate,5.9,Percent
2025,BC,Total,15 to 24 years,Employment,351.8,Persons in thousands
2025,BC,Total,15 to 24 years,Employment rate,52.2,Percent
2025,BC,Total,15 to 24 years,Full-time employment,177.4,Persons in thousands
2025,BC,Total,15 to 24 years,Labour force,406.4,Persons in thousands
2025,BC,Total,15 to 24 years,Not in labour force,267.2,Persons in thousands
2025,BC,Total,15 to 24 years,Part-time employment,174.4,Persons in thousands
2025,BC,Total,15 to 24 years,Participation rate,60.3,Percent
2025,BC,Total,15 to 24 years,Population,673.6,Persons in thousands
2025,BC,Total,15 to 24 years,Proportion employed full-time,50.4,Percent
2025,BC,Total,15 to 24 years,Proportion employed part-time,49.6,Percent
2025,BC,Total,15 to 24 years,Unemployment,54.6,Persons in thousands
2025,BC,Total,15 to 24 years,Unemployment rate,13.4,Percent
2025,BC,Total,15 to 64 years,Employment,2777.8,Persons in thousands
2025,BC,Total,15 to 64 years,Employment rate,74.4,Percent
2025,BC,Total,15 to 64 years,Full-time employment,2252.4,Persons in thousands
2025,BC,Total,15 to 64 years,Labour force,2965.2,Persons in thousands
2025,BC,Total,15 to 64 years,Not in labour force,766.3,Persons in thousands
2025,BC,Total,15 to 64 years,Part-time employment,525.4,Persons in thousands
2025,BC,Total,15 to 64 years,Participation rate,79.5,Percent
2025,BC,Total,15 to 64 years,Population,3731.5,Persons in thousands
2025,BC,Total,15 to 64 years,Proportion employed full-time,81.1,Percent
2025,BC,Total,15 to 64 years,Proportion employed part-time,18.9,Percent
2025,BC,Total,15 to 64 years,Unemployment,187.4,Persons in thousands
2025,BC,Total,15 to 64 years,Unemployment rate,6.3,Percent
2025,BC,Total,15 years and over,Employment,2946.2,Persons in thousands
2025,BC,Total,15 years and over,Employment rate,60.9,Percent
2025,BC,Total,15 years and over,Full-time employment,2348.4,Persons in thousands
2025,BC,Total,15 years and over,Labour force,3140.8,Persons in thousands
2025,BC,Total,15 years and over,Not in labour force,1693.9,Persons in thousands
2025,BC,Total,15 years and over,Part-time employment,597.8,Persons in thousands
2025,BC,Total,15 years and over,Participation rate,65.0,Percent
2025,BC,Total,15 years and over,Population,4834.7,Persons in thousands
2025,BC,Total,15 years and over,Proportion employed full-time,79.7,Percent
2025,BC,Total,15 years and over,Proportion employed part-time,20.3,Percent
2025,BC,Total,15 years and over,Unemployment,194.6,Persons in thousands
2025,BC,Total,15 years and over,Unemployment rate,6.2,Percent
2025,BC,Total,25 to 54 years,Employment,1986.1,Persons in thousands
2025,BC,Total,25 to 54 years,Employment rate,83.8,Percent
2025,BC,Total,25 to 54 years,Full-time employment,1719.5,Persons in thousands
2025,BC,Total,25 to 54 years,Labour force,2096.7,Persons in thousands
2025,BC,Total,25 to 54 years,Not in labour force,274.6,Persons in thousands
2025,BC,Total,25 to 54 years,Part-time employment,266.6,Persons in thousands
2025,BC,Total,25 to 54 years,Participation rate,88.4,Percent
2025,BC,Total,25 to 54 years,Population,2371.2,Persons in thousands
2025,BC,Total,25 to 54 years,Proportion employed full-time,86.6,Percent
2025,BC,Total,25 to 54 years,Proportion employed part-time,13.4,Percent
2025,BC,Total,25 to 54 years,Unemployment,110.6,Persons in thousands
2025,BC,Total,25 to 54 years,Unemployment rate,5.3,Percent
2025,CA,Total,15 to 24 years,Employment,2720.1,Persons in thousands
2025,CA,Total,15 to 24 years,Employment rate,54.3,Percent
2025,CA,Total,15 to 24 years,Full-time employment,1363.0,Persons in thousands
2025,CA,Total,15 to 24 years,Labour force,3157.0,Persons in thousands
2025,CA,Total,15 to 24 years,Not in labour force,1853.0,Persons in thousands
2025,CA,Total,15 to 24 years,Part-time employment,1357.1,Persons in thousands
2025,CA,Total,15 to 24 years,Participation rate,63.0,Percent
2025,CA,Total,15 to 24 years,Population,5009.9,Persons in thousands
2025,CA,Total,15 to 24 years,Proportion employed full-time,50.1,Percent
2025,CA,Total,15 to 24 years,Proportion employed part-time,49.9,Percent
2025,CA,Total,15 to 24 years,Unemployment,436.9,Persons in thousands
2025,CA,Total,15 to 24 years,Unemployment rate,13.8,Percent
2025,CA,Total,15 to 64 years,Employment,19898.9,Persons in thousands
2025,CA,Total,15 to 64 years,Employment rate,74.2,Percent
2025,CA,Total,15 to 64 years,Full-time employment,16534.7,Persons in thousands
2025,CA,Total,15 to 64 years,Labour force,21387.7,Persons in thousands
2025,CA,Total,15 to 64 years,Not in labour force,5422.9,Persons in thousands
2025,CA,Total,15 to 64 years,Part-time employment,3364.2,Persons in thousands
2025,CA,Total,15 to 64 years,Participation rate,79.8,Percent
2025,CA,Total,15 to 64 years,Population,26810.6,Persons in thousands
2025,CA,Total,15 to 64 years,Proportion employed full-time,83.1,Percent
2025,CA,Total,15 to 64 years,Proportion employed part-time,16.9,Percent
2025,CA,Total,15 to 64 years,Unemployment,1488.8,Persons in thousands
2025,CA,Total,15 to 64 years,Unemployment rate,7.0,Percent
2025,CA,Total,15 years and over,Employment,21028.7,Persons in thousands
2025,CA,Total,15 years and over,Employment rate,60.8,Percent
2025,CA,Total,15 years and over,Full-time employment,17194.8,Persons in thousands
2025,CA,Total,15 years and over,Labour force,22567.6,Persons in thousands
2025,CA,Total,15 years and over,Not in labour force,12001.8,Persons in thousands
2025,CA,Total,15 years and over,Part-time employment,3833.9,Persons in thousands
2025,CA,Total,15 years and over,Participation rate,65.3,Percent
2025,CA,Total,15 years and over,Population,34569.4,Persons in thousands
2025,CA,Total,15 years and over,Proportion employed full-time,81.8,Percent
2025,CA,Total,15 years and over,Proportion employed part-time,18.2,Percent
2025,CA,Total,15 years and over,Unemployment,1538.9,Persons in thousands
2025,CA,Total,15 years and over,Unemployment rate,6.8,Percent
2025,CA,Total,25 to 54 years,Employment,13960.3,Persons in thousands
2025,CA,Total,25 to 54 years,Employment rate,83.3,Percent
2025,CA,Total,25 to 54 years,Full-time employment,12478.7,Persons in thousands
2025,CA,Total,25 to 54 years,Labour force,14820.7,Persons in thousands
2025,CA,Total,25 to 54 years,Not in labour force,1931.2,Persons in thousands
2025,CA,Total,25 to 54 years,Part-time employment,1481.6,Persons in thousands
2025,CA,Total,25 to 54 years,Participation rate,88.5,Percent
2025,CA,Total,25 to 54 years,Population,16751.9,Persons in thousands
2025,CA,Total,25 to 54 years,Proportion employed full-time,89.4,Percent
2025,CA,Total,25 to 54 years,Proportion employed part-time,10.6,Percent
2025,CA,Total,25 to 54 years,Unemployment,860.4,Persons in thousands
2025,CA,Total,25 to 54 years,Unemployment rate,5.8,Percent
2025,MB,Total,15 to 24 years,Employment,110.3,Persons in thousands
2025,MB,Total,15 to 24 years,Employment rate,58.2,Percent
2025,MB,Total,15 to 24 years,Full-time employment,64.7,Persons in thousands
2025,MB,Total,15 to 24 years,Labour force,125.1,Persons in thousands
2025,MB,Total,15 to 24 years,Not in labour force,64.3,Persons in thousands
2025,MB,Total,15 to 24 years,Part-time employment,45.6,Persons in thousands
2025,MB,Total,15 to 24 years,Participation rate,66.0,Percent
2025,MB,Total,15 to 24 years,Population,189.5,Persons in thousands
2025,MB,Total,15 to 24 years,Proportion employed full-time,58.7,Percent
2025,MB,Total,15 to 24 years,Proportion employed part-time,41.3,Percent
2025,MB,Total,15 to 24 years,Unemployment,14.9,Persons in thousands
2025,MB,Total,15 to 24 years,Unemployment rate,11.9,Percent
2025,MB,Total,15 to 64 years,Employment,697.5,Persons in thousands
2025,MB,Total,15 to 64 years,Employment rate,75.1,Percent
2025,MB,Total,15 to 64 years,Full-time employment,586.3,Persons in thousands
2025,MB,Total,15 to 64 years,Labour force,741.5,Persons in thousands
2025,MB,Total,15 to 64 years,Not in labour force,187.4,Persons in thousands
2025,MB,Total,15 to 64 years,Part-time employment,111.3,Persons in thousands
2025,MB,Total,15 to 64 years,Participation rate,79.8,Percent
2025,MB,Total,15 to 64 years,Population,928.9,Persons in thousands
2025,MB,Total,15 to 64 years,Proportion employed full-time,84.1,Percent
2025,MB,Total,15 to 64 years,Proportion employed part-time,16.0,Percent
2025,MB,Total,15 to 64 years,Unemployment,43.9,Persons in thousands
2025,MB,Total,15 to 64 years,Unemployment rate,5.9,Percent
2025,MB,Total,15 years and over,Employment,736.2,Persons in thousands
2025,MB,Total,15 years and over,Employment rate,62.7,Percent
2025,MB,Total,15 years and over,Full-time employment,608.9,Persons in thousands
2025,MB,Total,15 years and over,Labour force,781.9,Persons in thousands
2025,MB,Total,15 years and over,Not in labour force,392.4,Persons in thousands
2025,MB,Total,15 years and over,Part-time employment,127.2,Persons in thousands
2025,MB,Total,15 years and over,Participation rate,66.6,Percent
2025,MB,Total,15 years and over,Population,1174.3,Persons in thousands
2025,MB,Total,15 years and over,Proportion employed full-time,82.7,Percent
2025,MB,Total,15 years and over,Proportion employed part-time,17.3,Percent
2025,MB,Total,15 years and over,Unemployment,45.8,Persons in thousands
2025,MB,Total,15 years and over,Unemployment rate,5.9,Percent
2025,MB,Total,25 to 54 years,Employment,487.9,Persons in thousands
2025,MB,Total,25 to 54 years,Employment rate,84.1,Percent
2025,MB,Total,25 to 54 years,Full-time employment,439.5,Persons in thousands
2025,MB,Total,25 to 54 years,Labour force,512.3,Persons in thousands
2025,MB,Total,25 to 54 years,Not in labour force,68.1,Persons in thousands
2025,MB,Total,25 to 54 years,Part-time employment,48.4,Persons in thousands
2025,MB,Total,25 to 54 years,Participation rate,88.3,Percent
2025,MB,Total,25 to 54 years,Population,580.3,Persons in thousands
2025,MB,Total,25 to 54 years,Proportion employed full-time,90.1,Percent
2025,MB,Total,25 to 54 years,Proportion employed part-time,9.9,Percent
2025,MB,Total,25 to 54 years,Unemployment,24.4,Persons in thousands
2025,MB,Total,25 to 54 years,Unemployment rate,4.8,Percent
2025,NB,Total,15 to 24 years,Employment,50.1,Persons in thousands
2025,NB,Total,15 to 24 years,Employment rate,54.0,Percent
2025,NB,Total,15 to 24 years,Full-time employment,30.3,Persons in thousands
2025,NB,Total,15 to 24 years,Labour force,58.9,Persons in thousands
2025,NB,Total,15 to 24 years,Not in labour force,33.9,Persons in thousands
2025,NB,Total,15 to 24 years,Part-time employment,19.8,Persons in thousands
2025,NB,Total,15 to 24 years,Participation rate,63.5,Percent
2025,NB,Total,15 to 24 years,Population,92.7,Persons in thousands
2025,NB,Total,15 to 24 years,Proportion employed full-time,60.5,Percent
2025,NB,Total,15 to 24 years,Proportion employed part-time,39.5,Percent
2025,NB,Total,15 to 24 years,Unemployment,8.8,Persons in thousands
2025,NB,Total,15 to 24 years,Unemployment rate,14.9,Percent
2025,NB,Total,15 to 64 years,Employment,382.7,Persons in thousands
2025,NB,Total,15 to 64 years,Employment rate,72.6,Percent
2025,NB,Total,15 to 64 years,Full-time employment,331.6,Persons in thousands
2025,NB,Total,15 to 64 years,Labour force,412.2,Persons in thousands
2025,NB,Total,15 to 64 years,Not in labour force,114.9,Persons in thousands
2025,NB,Total,15 to 64 years,Part-time employment,51.1,Persons in thousands
2025,NB,Total,15 to 64 years,Participation rate,78.2,Percent
2025,NB,Total,15 to 64 years,Population,527.1,Persons in thousands
2025,NB,Total,15 to 64 years,Proportion employed full-time,86.6,Percent
2025,NB,Total,15 to 64 years,Proportion employed part-time,13.4,Percent
2025,NB,Total,15 to 64 years,Unemployment,29.6,Persons in thousands
2025,NB,Total,15 to 64 years,Unemployment rate,7.2,Percent
2025,NB,Total,15 years and over,Employment,405.2,Persons in thousands
2025,NB,Total,15 years and over,Employment rate,56.2,Percent
2025,NB,Total,15 years and over,Full-time employment,345.0,Persons in thousands
2025,NB,Total,15 years and over,Labour force,436.3,Persons in thousands
